organism_id:ID,:LABEL,organism_name_raw,organism_name_norm,taxonomy_id,kingdom
organism:66097e36a608,Organism,Aspergillus terreus,Aspergillus terreus,,
organism:728464faa164,Organism,Alternaria sp.,Alternaria sp.,,
organism:dbf84ca8a263,Organism,Labrenzia sp.,Labrenzia sp.,,
organism:f1192295d7b8,Organism,Halolactibacillus miurensis,Halolactibacillus miurensis,,
organism:abc296ed3a8f,Organism,Polaribacter sp.,Polaribacter sp.,,
organism:0e93b6416f62,Organism,Aerococcus uriaeequi,Aerococcus uriaeequi,,
organism:3b76efc4b778,Organism,Holothuria fuscogliva,Holothuria fuscogliva,,
organism:3ae1d3c692e4,Organism,Carthamus tinctorius L,Carthamus tinctorius L,,
organism:9ced2cead618,Organism,Collybia nuda,Collybia nuda,,
organism:afdde252861b,Organism,Kosteletzkya pentacarpos,Kosteletzkya pentacarpos,,
organism:8b48f77679cd,Organism,Micralges,Micralges,,
organism:ccc87b2344f0,Organism,Zea mays subsp. mays,Zea mays subsp. mays,,
organism:b6bd497877ca,Organism,Sterculia urens,Sterculia urens,,
organism:b5db89c53108,Organism,BianTi Soft,BianTi Soft,,
organism:3ca120682e2d,Organism,Nostoc,Nostoc,,
organism:bfd88ba4194f,Organism,Vesicularia,Vesicularia,,
organism:434f99decb25,Organism,Ficus sycomorus,Ficus sycomorus,,
organism:689a807b73ea,Organism,Astragalus sieversianus,Astragalus sieversianus,,
organism:50d553973295,Organism,Arachis hypogaea,Arachis hypogaea,,
organism:5e7295a6b71d,Organism,Caragana halodendron,Caragana halodendron,,
organism:42d7873aff6a,Organism,Onobrychis pulchella,Onobrychis pulchella,,
organism:11e52802532a,Organism,Smilax china,Smilax china,,
organism:1a6777c7cd30,Organism,Vicia tetrasperma,Vicia tetrasperma,,
organism:9e2a3eb2e969,Organism,Colutea orbiculata,Colutea orbiculata,,
organism:7f305d0a46d5,Organism,Colutea paulsenii,Colutea paulsenii,,
organism:3c1efbbadadb,Organism,Alhagi pseudalhagi,Alhagi pseudalhagi,,
organism:66b9022e05b1,Organism,Albizia julibrissin,Albizia julibrissin,,
organism:9571d31c139c,Organism,Gymnocladus dioicus,Gymnocladus dioicus,,
organism:453812a8e1f6,Organism,Cercis canadensis,Cercis canadensis,,
organism:72506b5e0077,Organism,Shiraia,Shiraia,,
organism:257e6ead02ed,Organism,Saccharomycopsis fibuligera,Saccharomycopsis fibuligera,,
organism:ba6fcf0bdfb2,Organism,Adansonia,Adansonia,,
organism:55eb17b6b6ed,Organism,Monoraphidium,Monoraphidium,,
organism:8e3e6e6d0076,Organism,Monoraphidium braunii,Monoraphidium braunii,,
organism:749d695b0ae9,Organism,Manihot esculenta,Manihot esculenta,,
organism:174897b6abe1,Organism,Helicobacter pylori,Helicobacter pylori,,
organism:ec6c58e02e04,Organism,Wolfiporia extensa,Wolfiporia extensa,,
organism:faac39481d50,Organism,Lupinus angustifolius,Lupinus angustifolius,,
organism:271cd9832a02,Organism,Rosa palustris,Rosa palustris,,
organism:927d8fe21fa8,Organism,Boswellia,Boswellia,,
organism:a3629ca26585,Organism,Guibourtia,Guibourtia,,
organism:dba7bdd5f5cc,Organism,Chrysanthemum cinerariifolium,Chrysanthemum cinerariifolium,,
organism:3e62fa08e00b,Organism,Cladonia,Cladonia,,
organism:ca01674b98ca,Organism,Trichilia emetica,Trichilia emetica,,
organism:991a4d3885b3,Organism,Garcinia hanburyi,Garcinia hanburyi,,
organism:4b8690521479,Organism,Rhabdastrella globostellata,Rhabdastrella globostellata,,
organism:b86ba09ebea7,Organism,Rheum palmatum,Rheum palmatum,,
organism:0bab1c8ad727,Organism,Cetraria islandica,Cetraria islandica,,
organism:9ac7f0b1f08a,Organism,Ocimum tenuiflorum,Ocimum tenuiflorum,,
organism:6406b268a3b8,Organism,Acetobacter,Acetobacter,,
organism:cff3f5584a58,Organism,Cryptomonas tetrapyrenoidosa,Cryptomonas tetrapyrenoidosa,,
organism:df080f55ed8e,Organism,Cryptomonas,Cryptomonas,,
organism:b424b9221ffc,Organism,Lactobacillus sanfranciscensis,Lactobacillus sanfranciscensis,,
organism:20363a41b052,Organism,Edwardsiella ictaluri,Edwardsiella ictaluri,,
organism:58e1223c6a5f,Organism,Citrobacter youngae,Citrobacter youngae,,
organism:3b3d1fa6d55e,Organism,Benincasa hispida,Benincasa hispida,,
organism:83ea38c414c2,Organism,Olea europaea,Olea europaea,,
organism:e9cae993e2ab,Organism,Animal organs,Animal organs,,
organism:a7aa9abcbc3b,Organism,Thermus thermophilus,Thermus thermophilus,,
organism:0a4fbd145fb2,Organism,Artemisia capillaris,Artemisia capillaris,,
organism:c51848559f75,Organism,Acinetobacter,Acinetobacter,,
organism:292b8511a34f,Organism,Schizymenia binderi,Schizymenia binderi,,
organism:29a6631f1dec,Organism,Streptococcus agalactiae,Streptococcus agalactiae,,
organism:c7c6be58e5a4,Organism,Phyllanthus niruri,Phyllanthus niruri,,
organism:5d74bab91037,Organism,Vochysia lehmannii,Vochysia lehmannii,,
organism:88c538d173c7,Organism,Lactic Acid Bacteria,Lactic Acid Bacteria,,
organism:5d5c2b93134c,Organism,Aeromonas salmonicida,Aeromonas salmonicida,,
organism:5b1577831a7f,Organism,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae,,
organism:3cf0d2675b5f,Organism,Juniperus scopulorum,Juniperus scopulorum,,
organism:8752344efa0e,Organism,Roccella decipiens,Roccella decipiens,,
organism:6209cff29d20,Organism,Solanum lycopersicum,Solanum lycopersicum,,
organism:2ecf3fb33db8,Organism,Piper nigrum,Piper nigrum,,
organism:acee6dd79aae,Organism,Reishia clavigera,Reishia clavigera,,
organism:e84021b521ed,Organism,Coix,Coix,,
organism:70d2292212c5,Organism,Asparagus cochinchinensi,Asparagus cochinchinensi,,
organism:24ece9cf4f2c,Organism,Philomycus bilineatus,Philomycus bilineatus,,
organism:0ff2f9b43cae,Organism,Phellodendron chinese,Phellodendron chinese,,
organism:c4b91d834948,Organism,Phlebopus portentosus,Phlebopus portentosus,,
organism:5b5c4a55faf4,Organism,Hydrophis curtus,Hydrophis curtus,,
organism:ca0e45f66302,Organism,Callinectes sapidus,Callinectes sapidus,,
organism:47d3895cac57,Organism,Rana dybowskii,Rana dybowskii,,
organism:005ac54f5971,Organism,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,,
organism:6b55023318b1,Organism,Yersinia pseudotuberculosis YPIII,Yersinia pseudotuberculosis YPIII,,
organism:f6153f7c9d55,Organism,Salmonella,Salmonella,,
